INCIDENT_NUMBER,SHOOTING_TYPE,INCIDENT_DATE,INCIDENT_YEAR,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE,ObjectId
1000409,2,2012/07/22 21:54:00+00,2012,BARING CROSS STREET AND CENTURY BLVD,LOS ANGELES,CA,90047,370,"BARING CROSS STREET AND CENTURY BLVD
LOS ANGELES, CA 90047
(33.94550098277082, -118.28934800403356)",SLA,SOUTH LOS ANGELES STATION,,1,,,,,33.945500982770815,-118.289348004033559,107
1000072,3,2011/12/14 11:23:00+00,2011,15500 FAYSMITH AVENUE,GARDENA,CA,90249,388,"15500 FAYSMITH AVENUE
GARDENA, CA 90249
(33.890283, -118.331553)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.890283,-118.331553,108
1000354,1,2011/06/22 04:30:00+00,2011,1300 MATEO STREET,LOS ANGELES,CA,90021,2199,"1300 MATEO STREET
LOS ANGELES, CA 90021
(34.028682, -118.232214)",CAF,COMM & FLEET MGMT BUR,1,,,,,,34.028682,-118.232214,109
1000100,3,2012/09/18 10:20:00+00,2012,600 S. INDIANA STREET,LOS ANGELES,CA,90058,3602,"600 S. INDIANA STREET
LOS ANGELES, CA 90058
(34.028281, -118.192332)",NARCO,NARCOTICS BUREAU,,,1,,,,34.028281,-118.192332,110
1000200,5,2011/03/05 10:50:00+00,2011,2000 COTTLE DRIVE,SAN JOSE,CA,95125,1199,"2000 COTTLE DRIVE
SAN JOSE, CA 95125
(37.291323, -121.896168)",LCS,LANCASTER STN,,,,,1,,37.291323,-121.896168,111
1000348,2,2011/03/29 01:23:00+00,2011,11800 S FIGUEROA STREET,LOS ANGELES,CA,90061,2140,"11800 S FIGUEROA STREET
LOS ANGELES, CA 90061
(33.926323, -118.282588)",CEN,CENTURY STN,,1,,,,,33.926323,-118.282588,112
1000470,2,2013/11/01 08:09:00+00,2013,8800 E SLAUSON AVENUE,PICO RIVERA,CA,90660,1516,"8800 E SLAUSON AVENUE
PICO RIVERA, CA 90660
(33.971916, -118.107992)",PRV,PICO RIVERA STN,,1,,,,,33.971916,-118.107992,113
1001261,2,2017/09/08 03:14:00+00,2017,17300 EAST TEMPLE AVENUE,VALINDA,CA,91744,1442,"17300 EAST TEMPLE AVENUE
VALINDA, CA 91744
(34.024665, -117.916939)",IND,INDUSTRY STN,,1,,,,,34.024665,-117.916939,114
1000806,5,2016/07/20 03:25:00+00,2016,1600 EAST 76TH STREET,LOS ANGELES,CA,90001,2172,"1600 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971215, -118.244449)",CEN,CENTURY STN,,,,,1,,33.971215,-118.244449,115
1001099,1,2017/03/20 07:25:00+00,2017,8800 E LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,522,"8800 E LAS TUNAS DRIVE
TEMPLE CITY, CA 91780
(34.103015, -118.07549)",TEM,TEMPLE CITY STN,1,,,,,,34.103015,-118.07549,116
1000267,5,2014/11/26 05:36:00+00,2014,300 E. 130TH STREET,LOS ANGELES,CA,90061,2140,"300 E. 130TH STREET
LOS ANGELES, CA 90061
(33.914597, -118.269193)",OSS,OPERATION SAFE STREETS BUREAU,,,,,1,,33.914597,-118.269193,117
1000139,3,2013/11/08 15:19:00+00,2013,1600 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,374,"1600 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90047
(33.93089, -118.30466)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.93089,-118.30466,118
1000429,1,2012/12/23 07:01:00+00,2012,7700 NORWALK BLVD,WHITTIER,CA,90606,1278,"7700 NORWALK BLVD
WHITTIER, CA 90606
(33.975299, -118.075184)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.975299,-118.075184,119
1000679,1,2016/01/14 19:45:00+00,2016,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,612,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.419699,-118.46001,120
1000942,1,2016/12/15 22:49:00+00,2016,15600 WINDRUSH DRIVE,HACIENDA HEIGHTS,CA,91745,1475,"15600 WINDRUSH DRIVE
HACIENDA HEIGHTS, CA 91745
(33.978779, -117.97434)",IND,INDUSTRY STN,1,,,,,,33.978779,-117.97434,121
1000373,1,2012/01/04 15:28:00+00,2012,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,530,"9300 E. VALLEY BLVD
ROSEMEAD, CA 91770
(34.081073, -118.066791)",TEM,TEMPLE CITY STN,1,,,,,,34.081073,-118.066791,122
1001501,3,2018/05/16 09:40:00+00,2018,11200 FIGUEROA STREET,LOS ANGELES,CA,90061,399,"11200 FIGUEROA STREET
LOS ANGELES, CA 90061
(33.931, -118.282606)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.931,-118.282606,123
1000687,1,2016/02/24 17:14:00+00,2016,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",CER,CERRITOS STN,1,,,,,,33.887057,-118.100431,124
1000812,1,2016/08/07 12:20:00+00,2016,10200 INGLEWOOD AVENUE,LENNOX,CA,90304,380,"10200 INGLEWOOD AVENUE
LENNOX, CA 90304
(33.94186, -118.361324)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.94186,-118.361324,125
1001991,5,2020/09/02 11:15:00+00,2020,40200 169TH STREET EAST,LAKE LOS ANGELES,CA,93536,,"40200 169TH STREET EAST
LAKE LOS ANGELES, CA 93536
(34.612865, -117.827953)",LCS,LANCASTER STN,,,,,1,,34.612865,-117.827953,126
1000935,5,2016/12/01 15:11:00+00,2016,6500 SAN LUIS STREET,PARAMOUNT,CA,90723,1363,"6500 SAN LUIS STREET
PARAMOUNT, CA 90723
(33.897101, -118.18377)",LKD,LAKEWOOD STN,,,,,1,,33.897101,-118.18377,127
1000505,1,2014/11/07 03:48:00+00,2014,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",PLM,PALMDALE STN,1,,,,,,34.623568,-118.218742,128
1000940,1,2016/12/12 21:40:00+00,2016,8700 BUDLONG AVENUE,LOS ANGELES,CA,90044,370,"8700 BUDLONG AVENUE
LOS ANGELES, CA 90044
(33.958965, -118.295898)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.958965,-118.295898,129
1000019,3,2010/04/03 16:10:00+00,2010,1200 S. OLEANDER AVENUE,COMPTON,CA,90220,2836,"1200 S. OLEANDER AVENUE
COMPTON, CA 90220
(33.884883, -118.22799)",COM,COMPTON STN,,,1,,,,33.884883,-118.22799,130
1000480,2,2014/03/25 21:12:00+00,2014,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",COM,COMPTON STN,,1,,,,,33.886765,-118.225919,131
1000125,3,2013/04/25 10:00:00+00,2013,6100 WOODLAWN AVENUE,MAYWOOD,CA,90270,3602,"6100 WOODLAWN AVENUE
MAYWOOD, CA 90270
(33.98264, -118.177133)",NARCO,NARCOTICS BUREAU,,,1,,,,33.98264,-118.177133,132
1000032,3,2010/07/19 23:02:00+00,2010,1000 S. PANNES AVENUE,COMPTON,CA,90221,2846,"1000 S. PANNES AVENUE
COMPTON, CA 90221
(33.887827, -118.202096)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.887827,-118.202096,133
1001329,1,2017/11/28 22:18:00+00,2017,21300 BOTTLETREE LANE,SANTA CLARITA,CA,91321,627,"21300 BOTTLETREE LANE
SANTA CLARITA, CA 91321
(34.377031, -118.510765)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.377031,-118.510765,134
1000324,2,2010/07/27 21:24:00+00,2010,11100 BROADWAY,LOS ANGELES,CA,90061,2199,"11100 BROADWAY
LOS ANGELES, CA 90061
(33.934773, -118.278108)",CEN,CENTURY STN,,1,,,,,33.934773,-118.278108,135
1002089,1,2021/04/09 17:39:00+00,2021,15800 CRESWICK DR,WHITTIER,CA,90604,497,"15800 CRESWICK DR
WHITTIER, CA 90604
(33.923967, -117.994331)",NWK,NORWALK REGIONAL STN,1,,,,,,33.923967,-117.994331,136
1000441,1,2013/05/18 21:12:00+00,2013,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",CEN,CENTURY STN,1,,,,,,33.984765,-118.245342,137
1000223,5,2013/02/07 05:35:00+00,2013,4500 SARATOGA AVENUE,LOS ALAMITOS,CA,90270,1399,"4500 SARATOGA AVENUE
LOS ALAMITOS, CA 90270
(33.795593, -118.054466)",LKD,LAKEWOOD STN,,,,,1,,33.795593,-118.054466,138
1002075,2,2021/02/16 19:25:00+00,2021,18200 GALE AVENUE,INDUSTRY,CA,91744,1418,"18200 GALE AVENUE
INDUSTRY, CA 91744
(33.995645, -117.90654)",IND,INDUSTRY STN,,1,,,,,33.995645,-117.90654,139
1000143,3,2014/01/16 08:20:00+00,2014,9500 BANTA ROAD,PICO RIVERA,CA,90660,1511,"9500 BANTA ROAD
PICO RIVERA, CA 90660
(34.013747, -118.071077)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.013747,-118.071077,140
1000033,3,2010/07/29 18:45:00+00,2010,1500 W. 103RD STREET,LOS ANGELES,CA,90047,372,"1500 W. 103RD STREET
LOS ANGELES, CA 90047
(33.94304089174506, -118.30253493633015)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.943040891745066,-118.302534936330149,141
1000873,1,2016/09/01 00:00:00+00,2016,"1700 BLK E 84TH STREET, LA",LOS ANGELES,CA,90001,2174,"1700 BLK E 84TH STREET, LA
LOS ANGELES, CA 90001
(33.961791, -118.241796)",CEN,CENTURY STN,1,,,,,,33.961791,-118.241796,142
1000593,3,2015/11/25 13:00:00+00,2015,40700 178TH STREET EAST,LAKE LOS ANGELES,CA,93535,1197,"40700 178TH STREET EAST
LAKE LOS ANGELES, CA 93535
(34.62296, -117.812727)",LCS,LANCASTER STN,,,1,,,,34.62296,-117.812727,143
1000691,2,2015/02/19 14:10:00+00,2015,15700 FOOTHILL BOULEVARD,AZUSA,CA,91702,8332,"15700 FOOTHILL BOULEVARD
AZUSA, CA 91702
(34.133448, -117.891295)",PKB,PARKS BUREAU,,1,,,,,34.133448,-117.891295,144
1001624,5,2018/11/16 11:35:00+00,2018,2500 EAST JACKSON STREET,CARSON,CA,90745,1622,"2500 EAST JACKSON STREET
CARSON, CA 90745
(33.836222, -118.224181)",CSN,CARSON STN,,,,,1,,33.836222,-118.224181,145
1002049,5,2020/10/02 22:25:00+00,2020,400 SOUTH GERHART AVENUE,LOS ANGELES,CA,90022,285,"400 SOUTH GERHART AVENUE
LOS ANGELES, CA 90022
(34.025811, -118.144564)",ELA,EAST LA STN,,,,,1,,34.025811,-118.144564,146
1000351,1,2011/05/22 06:30:00+00,2011,114TH STREET AND  COMPTON AVENUE,LOS ANGELES,CA,90059,2199,"114TH STREET AND COMPTON AVENUE
LOS ANGELES, CA 90059
(33.93113097976049, -118.2462580258388)",CEN,CENTURY STN,1,,,,,,33.931130979760492,-118.246258025838805,147
1002070,5,2021/02/09 18:30:00+00,2021,8000 ORCHID DRIVE,EASTVALE,CA,92880,3199,"8000 ORCHID DRIVE
EASTVALE, CA 92880
(33.942419, -117.600197)",CER,CERRITOS STN,,,,,1,,33.942419,-117.600197,148
1000802,5,2016/07/05 05:50:00+00,2016,44200 HEATON AVENUE,LANCASTER,CA,93534,1123,"44200 HEATON AVENUE
LANCASTER, CA 93534
(34.687346, -118.145581)",LCS,LANCASTER STN,,,,,1,,34.687346,-118.145581,149
1000055,3,2010/12/20 11:45:00+00,2010,20TH STREET E. AND  E. AVENUE R,PALMDALE,CA,93550,2608,"20TH STREET E. AND E. AVENUE R
PALMDALE, CA 93550
(34.57270799786804, -118.09395902090641)",COP,COPS BUREAU,,,1,,,,34.572707997868037,-118.093959020906415,150
1000302,2,2010/06/10 21:28:00+00,2010,2800 SANTA ROSA AVENUE,ALTADENA,CA,91001,773,"2800 SANTA ROSA AVENUE
ALTADENA, CA 91001
(34.193135, -118.134092)",ALD,ALTADENA STN,,1,,,,,34.193135,-118.134092,151
1000080,3,2012/05/02 18:45:00+00,2012,HUBBARD STREET AND AMALIA AVENUE,EAST LOS ANGELES,CA,90022,286,"HUBBARD STREET AND AMALIA AVENUE
EAST LOS ANGELES, CA 90022
(34.022382982571045, -118.15553901756886)",ELA,EAST LA STN,,,1,,,,34.022382982571045,-118.155539017568859,152
1002017,1,2020/10/16 17:30:00+00,2020,2200 EAST121ST STREET,COMPTON,CA,90222,2136,"2200 EAST121ST STREET
COMPTON, CA 90222
(33.922147, -118.231904)",CEN,CENTURY STN,1,,,,,,33.922147,-118.231904,153
1002200,1,2022/02/15 17:54:00+00,2022,25300 ABACUS DRIVE,LANCASTER,CA,93536,685,"25300 ABACUS DRIVE
LANCASTER, CA 93536
(34.79035, -118.57862)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.79035,-118.57862,154
1000211,5,2012/05/27 17:30:00+00,2012,4900 STONEHAVEN DRIVE,YORBA LINDA,CA,92887,499,"4900 STONEHAVEN DRIVE
YORBA LINDA, CA 92887
(33.890474, -117.752975)",NWK,NORWALK REGIONAL STN,,,,,1,,33.890474,-117.752975,155
1000955,5,2016/12/22 22:45:00+00,2016,600 N. BANNA AVENUE,COVINA,CA,91724,,"600 N. BANNA AVENUE
COVINA, CA 91724
(34.091971, -117.85944)",CMU,CIVIL MANAGEMENT UNIT,,,,,1,,34.091971,-117.85944,156
1000195,5,2010/12/28 19:30:00+00,2010,33100 SANTIAGO ROAD,ACTON,CA,93510,2646,"33100 SANTIAGO ROAD
ACTON, CA 93510
(34.485541, -118.164173)",PLM,PALMDALE STN,,,,,1,,34.485541,-118.164173,157
1000279,5,2015/05/30 04:15:00+00,2015,800 W. SCHOOL STREET,COMPTON,CA,90220,2811,"800 W. SCHOOL STREET
COMPTON, CA 90220
(33.897241, -118.237721)",COM,COMPTON STN,,,,,1,,33.897241,-118.237721,158
1000483,1,2014/04/07 21:29:00+00,2014,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",WHD,WEST HOLLYWOOD STN,1,,,,,,34.087659,-118.382901,159
1001241,1,2017/08/16 19:17:00+00,2017,11600 SLATER STREET,LOS ANGELES,CA,90059,2131,"11600 SLATER STREET
LOS ANGELES, CA 90059
(33.929346, -118.252257)",CEN,CENTURY STN,1,,,,,,33.929346,-118.252257,160
1000509,2,2014/12/23 18:16:00+00,2014,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",PRV,PICO RIVERA STN,,1,,,,,33.989917,-118.064027,161
1000896,2,2016/10/07 09:07:00+00,2016,10600 FIRESTONE BLVD.,NORWALK,CA,90650,451,"10600 FIRESTONE BLVD.
NORWALK, CA 90650
(33.926374, -118.106651)",NWK,NORWALK REGIONAL STN,,1,,,,,33.926374,-118.106651,162
1001221,5,2017/08/08 12:26:00+00,2017,5400 LOS ESTADO,YORBA LINDA,CA,92887,3199,"5400 LOS ESTADO
YORBA LINDA, CA 92887
(33.878346, -117.71965)",HOM,HOMICIDE BUREAU,,,,,1,,33.878346,-117.71965,163
1000938,3,2016/12/13 18:20:00+00,2016,5000 LIVE OAK CANYON ROAD,LAVERNE,CA,91750,877,"5000 LIVE OAK CANYON ROAD
LAVERNE, CA 91750
(34.134932, -117.748117)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.134932,-117.748117,164
1000243,5,2014/03/25 10:22:00+00,2014,400 E. 95TH STREET,LOS ANGELES,CA,90003,4339,"400 E. 95TH STREET
LOS ANGELES, CA 90003
(33.950209, -118.267325)",CMB,CIVIL MANAGEMENT BUREAU,,,,,1,,33.950209,-118.267325,165
1001383,5,2018/01/21 06:27:00+00,2018,14900 STANFORD AVENUE,COMPTON,CA,90220,,"14900 STANFORD AVENUE
COMPTON, CA 90220
(33.916235, -118.262522)",CEN,CENTURY STN,,,,,1,,33.916235,-118.262522,166
1001328,5,2017/11/25 17:30:00+00,2017,3400 WEST 11TH PLACE,INGLEWOOD,CA,90303,,"3400 WEST 11TH PLACE
INGLEWOOD, CA 90303
(33.945514, -118.326314)",MCJ,MEN'S CENTRAL JAIL,,,,,1,,33.945514,-118.326314,167
1000013,3,2011/04/10 10:28:00+00,2011,KENNETH ROAD AND FREDERIC STREET,BURBANK,CA,91504,399,"KENNETH ROAD AND FREDERIC STREET
BURBANK, CA 91504
(34.20647298144564, -118.33841199900978)",CSB,COUNTY SERVICES BUREAU,,,1,,,,34.206472981445641,-118.338411999009781,168
1000397,2,2012/03/16 08:49:00+00,2012,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",COP,COPS BUREAU,,1,,,,,33.960158,-118.243073,169
1002228,1,2022/04/01 16:23:00+00,2022,14400 CRYSTAL LANTERN DRIVE,HACIENDA HEIGHTS,CA,91745,1477,"14400 CRYSTAL LANTERN DRIVE
HACIENDA HEIGHTS, CA 91745
(34.01286, -117.99559)",IND,INDUSTRY STN,1,,,,,,34.01286,-117.99559,170
1000269,5,2014/12/06 15:29:00+00,2014,400 N. CRANE AVENUE,COMPTON,CA,606031,2851,"400 N. CRANE AVENUE
COMPTON, CA 606031
(33.898721, -118.20867)",COM,COMPTON STN,,,,,1,,33.898721,-118.20867,171
1000874,1,2016/09/08 18:13:00+00,2016,2400 PACIFIC COAST HIGHWAY,LOMITA,CA,90717,1714,"2400 PACIFIC COAST HIGHWAY
LOMITA, CA 90717
(33.789566, -118.32553)",LMT,LOMITA STN,1,,,,,,33.789566,-118.32553,172
1000229,5,2013/06/11 03:05:00+00,2013,16600 KNOTT AVENUE,LA MIRADA,CA,90638,466,"16600 KNOTT AVENUE
LA MIRADA, CA 90638
(33.880088, -118.011446)",NWK,NORWALK REGIONAL STN,,,,,1,,33.880088,-118.011446,173
1001100,2,2017/04/09 12:56:00+00,2017,15700 MAPLEGROVE AVENUE,LA PUENTE,CA,91744,1440,"15700 MAPLEGROVE AVENUE
LA PUENTE, CA 91744
(34.045045, -117.939911)",IND,INDUSTRY STN,,1,,,,,34.045045,-117.939911,174
1000121,3,2013/03/23 12:20:00+00,2013,20400 NEWLAND STREET,HUNTINGTON BEACH,CA,92646,1399,"20400 NEWLAND STREET
HUNTINGTON BEACH, CA 92646
(33.666004, -117.979826)",LKD,LAKEWOOD STN,,,1,,,,33.666004,-117.979826,175
1000076,3,2012/02/13 07:40:00+00,2012,8600 JOHN AVENUE,LOS ANGELES,CA,90002,2176,"8600 JOHN AVENUE
LOS ANGELES, CA 90002
(33.959709, -118.248904)",CEN,CENTURY STN,,,1,,,,33.959709,-118.248904,176
1000917,5,2016/11/14 23:10:00+00,2016,100 NORTH HUDSON AVENUE,INDUSTRY,CA,91744,1414,"100 NORTH HUDSON AVENUE
INDUSTRY, CA 91744
(34.025081, -117.959273)",IND,INDUSTRY STN,,,,,1,,34.025081,-117.959273,177
1000359,1,2011/04/08 18:04:00+00,2011,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",PLM,PALMDALE STN,1,,,,,,34.572503,-118.129322,178
1001626,1,2018/11/01 03:22:00+00,2018,2600 PELLISSIER PLACE,CITY OF INDUSTRY,CA,90601,1410,"2600 PELLISSIER PLACE
CITY OF INDUSTRY, CA 90601
(34.025271, -118.037851)",IND,INDUSTRY STN,1,,,,,,34.025271,-118.037851,179
1000274,5,2015/02/14 05:10:00+00,2015,28500 APPLEWOOD LANE,CASTAIC,CA,91384,1299,"28500 APPLEWOOD LANE
CASTAIC, CA 91384
(34.488615, -118.634095)",CVS,CRESCENTA VALLEY STATION,,,,,1,,34.488615,-118.634095,180
1000690,1,2016/03/04 15:21:00+00,2016,10000 HAWTHORNE BLVD.,INGLEWOOD,CA,90304,399,"10000 HAWTHORNE BLVD.
INGLEWOOD, CA 90304
(33.944667, -118.352524)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.944667,-118.352524,181
1000066,3,2011/11/21 16:26:00+00,2011,200 W. 228TH STREET,CARSON,CA,90745,1623,"200 W. 228TH STREET
CARSON, CA 90745
(33.818901, -118.278926)",CSN,CARSON STN,,,1,,,,33.818901,-118.278926,182
1000053,3,2010/12/16 16:00:00+00,2010,E. 95TH STREET AND JUNIPER AVENUE,LOS ANGELES,CA,90002,2177,"E. 95TH STREET AND JUNIPER AVENUE
LOS ANGELES, CA 90002
(33.95053997963652, -118.2328590239101)",CEN,CENTURY STN,,,1,,,,33.950539979636516,-118.232859023910094,183
1000202,5,2011/05/23 20:05:00+00,2011,700 N. SAN VICENTE BOULEVARD,WEST HOLLYWOOD,CA,90069,972,"700 N. SAN VICENTE BOULEVARD
WEST HOLLYWOOD, CA 90069
(34.083072, -118.3838)",WHD,WEST HOLLYWOOD STN,,,,,1,,34.083072,-118.3838,184
1000308,1,2010/06/24 21:35:00+00,2010,12100 VENTURA BOULEVARD,STUDIO CITY,CA,91604,3199,"12100 VENTURA BOULEVARD
STUDIO CITY, CA 91604
(34.143549, -118.395437)",NARCO,NARCOTICS BUREAU,1,,,,,,34.143549,-118.395437,185
1000060,3,2011/06/30 08:05:00+00,2011,41000 178TH STREET W.,LAKE LOS ANGELES,CA,93535,1197,"41000 178TH STREET W.
LAKE LOS ANGELES, CA 93535
(34.627395, -117.812757)",LCS,LANCASTER STN,,,1,,,,34.627395,-117.812757,186
1000192,5,2010/05/30 14:55:00+00,2010,3900 ROGERS STREET,LOS ANGELES,CA,90063,272,"3900 ROGERS STREET
LOS ANGELES, CA 90063
(34.055829, -118.180454)",ELA,EAST LA STN,,,,,1,,34.055829,-118.180454,187
1000936,5,2016/12/02 11:50:00+00,2016,4700 W. RAMONA BLVD,MONTEREY PARK,CA,91754,5021,"4700 W. RAMONA BLVD
MONTEREY PARK, CA 91754
(34.06084, -118.168693)",ISB,INMATE SERVICES BUREAU,,,,,1,,34.06084,-118.168693,188
1000347,1,2011/03/26 01:55:00+00,2011,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,590,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",TEM,TEMPLE CITY STN,1,,,,,,34.142774,-118.073242,189
1000853,1,2016/08/25 20:28:00+00,2016,800 BLK WEST ARBUTUS STREET,COMPTON,CA,90220,2811,"800 BLK WEST ARBUTUS STREET
COMPTON, CA 90220
(33.899199, -118.239892)",COM,COMPTON STN,1,,,,,,33.899199,-118.239892,190
1000413,1,2012/08/24 14:11:00+00,2012,9400 FLORA VISTA,BELLFLOWER,CA,90706,1332,"9400 FLORA VISTA
BELLFLOWER, CA 90706
(33.8903211126373, -118.13380412748718)",LKD,LAKEWOOD STN,1,,,,,,33.890321112637299,-118.133804127487177,191
1002071,5,2021/02/16 17:42:00+00,2021,24500 SOUTH FIGUEROA STREET,EAST RANCHO DOMINGUEZ,CA,90221,1623,"24500 SOUTH FIGUEROA STREET
EAST RANCHO DOMINGUEZ, CA 90221
(33.800406, -118.283365)",CSN,CARSON STN,,,,,1,,33.800406,-118.283365,192
1000289,1,2010/01/14 15:41:00+00,2010,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,1699,"500 WEST GARDENA BOULEVARD
LOS ANGELES, CA 90248
(33.881832, -118.282796)",CSN,CARSON STN,1,,,,,,33.881832,-118.282796,193
1002204,1,2022/03/03 00:10:00+00,2022,17400 DOWNEY AVENUE,BELLFLOWER,CA,90706,1335,"17400 DOWNEY AVENUE
BELLFLOWER, CA 90706
(33.87434, -118.15104)",LKD,LAKEWOOD STN,1,,,,,,33.87434,-118.15104,194
1001097,5,2017/03/10 18:15:00+00,2017,200 S WESCOTT AVENUE,EAST LOS ANGELES,CA,90022,282,"200 S WESCOTT AVENUE
EAST LOS ANGELES, CA 90022
(34.03445, -118.153295)",ELA,EAST LA STN,,,,,1,,34.03445,-118.153295,195
1000655,2,2015/11/24 13:40:00+00,2015,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,535,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",PRV,PICO RIVERA STN,,1,,,,,34.04036,-118.082721,196
1000314,1,2010/10/01 12:45:00+00,2010,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",LCS,LANCASTER STN,1,,,,,,34.66809,-118.163453,197
1001425,2,2018/03/21 03:15:00+00,2018,200 FANSHAW AVENUE,POMONA,CA,91705,,"200 FANSHAW AVENUE
POMONA, CA 91705
(34.103246, -117.748468)",MTL,METROLINK,,1,,,,,34.103246,-117.748468,198
1000469,1,2013/11/05 10:10:00+00,2013,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",IRC,INMATE RECEPTION CENTER,1,,,,,,33.849207,-118.191563,199
1001244,3,2017/08/26 07:00:00+00,2017,1700 E. AVENUE Q-14,PALMDALE,CA,93550,2610,"1700 E. AVENUE Q-14
PALMDALE, CA 93550
(34.574401, -118.09833)",PLM,PALMDALE STN,,,1,,,,34.574401,-118.09833,200
1001331,5,2017/12/01 21:13:00+00,2017,27000 AGOURA ROAD,CALABASAS,CA,91301,2242,"27000 AGOURA ROAD
CALABASAS, CA 91301
(34.139426, -118.70849)",MLH,MALIBU/LOST HILLS STN,,,,,1,,34.139426,-118.70849,201
1001164,3,2017/06/30 01:52:00+00,2017,15900 FORMBY DRIVE,LA MIRADA,CA,90638,468,"15900 FORMBY DRIVE
LA MIRADA, CA 90638
(33.898014, -117.993057)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.898014,-117.993057,202
1000167,3,2015/01/26 21:30:00+00,2015,4600 170TH STREET,LAWNDALE,CA,90260,333,"4600 170TH STREET
LAWNDALE, CA 90260
(33.876628, -118.357752)",SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.876628,-118.357752,203
1000086,3,2012/06/01 07:15:00+00,2012,4200 STEWART AVENUE,BALDWIN PARK,CA,91706,1510,"4200 STEWART AVENUE
BALDWIN PARK, CA 91706
(34.08862, -117.969192)",PRV,PICO RIVERA STN,,,1,,,,34.08862,-117.969192,204
1000087,3,2012/06/05 15:24:00+00,2012,2400 E. 114TH STREET,LOS ANGELES,CA,90059,2135,"2400 E. 114TH STREET
LOS ANGELES, CA 90059
(33.93133, -118.229934)",CEN,CENTURY STN,,,1,,,,33.93133,-118.229934,205
1002202,1,2022/02/23 14:20:00+00,2022,14500 CHERE DRIVE,WHITTIER,CA,90604,495,"14500 CHERE DRIVE
WHITTIER, CA 90604
(33.92216, -118.02116)",NWK,NORWALK REGIONAL STN,1,,,,,,33.92216,-118.02116,206
